case_id,user_handle,visa_type,visa_entry,consulate,major,status,check_date,complete_date,waiting_days
841787,1520Dr,F1,New,BeiJing,Biophysics,Clear,2024-12-10,2025-02-07,59
841795,otto,F1,Renewal,Vancouver,econ,Clear,2024-12-10,2025-01-22,43
841802,London Bridge,L1,New,Europe,Informatics,Pending,2024-12-10,0000-00-00,411
841846,moorpark,O1,New,BeiJing,Chem,Clear,2024-12-10,2025-01-27,48
841863,早日下签-sg,H1,New,HongKong,Chemical Engineering,Clear,2024-12-10,2025-02-06,58
841880,F1球球了给�,F1,Renewal,GuangZhou,CS PhD,Clear,2024-12-10,2025-02-03,55
841905,还怕什么,H1,New,ShangHai,ME,Clear,2024-12-10,2025-02-10,62
841911,AA00E2X3NP,J1,New,GuangZhou,N/A,Clear,2024-12-10,2025-02-10,62
841912,求神拜佛,H1,Renewal,GuangZhou,EE,Clear,2024-12-10,2025-01-15,36
841922,祈福ing,H1,New,BeiJing,N/A,Clear,2024-12-10,2025-01-23,44
841933,给磕一个,F1,Renewal,HongKong,CS,Clear,2024-12-10,2025-01-24,45
841967,HaileyTBApprove,H1,New,ShenYang,ME PhD,Clear,2024-12-10,2025-02-03,55
842045,完犊子,F1,New,Others,Petroleum Engineering,Clear,2024-12-10,2025-01-28,49
842119,求下签保毕,F1,New,BeiJing,Biostatistics,Clear,2024-12-10,2025-02-05,57
842158,dz369,F1,Renewal,GuangZhou,biomedical science,Clear,2024-12-10,2025-01-23,44
842167,London Bridge,L1,New,Europe,Informatics,Clear,2024-12-10,2025-01-23,44
842171,h1b refugee,H1,New,Vancouver,CS master,Clear,2024-12-10,2025-01-27,48
842182,iokretipujzave,F1,New,ShangHai,AI phd,Pending,2024-12-10,0000-00-00,411
842184,YYY,J1,New,BeiJing,N/A,Clear,2024-12-10,2025-02-04,56
842220,timaximum,H1,New,Calgary,Biostatistics,Clear,2024-12-10,2025-01-28,49
842223,chaosmm,H1,New,GuangZhou,ECE,Clear,2024-12-10,2025-02-10,62
842245,速下签aaa,H1,New,BeiJing,Chem,Clear,2024-12-10,2025-02-03,55
842409,下签三巨头,F1,Renewal,Others,Bio,Clear,2024-12-10,2025-04-14,125
842764,helee,B2,New,BeiJing,Computer Science,Pending,2024-12-10,0000-00-00,411
841741,ly求快速过,H1,New,GuangZhou,BA （CPT CS在读）,Clear,2024-12-11,2025-02-06,57
841754,vancouvergorill,H1,Renewal,Vancouver,Computer Science,Clear,2024-12-11,2025-01-17,37
841759,makabaka,H1,New,Vancouver,EECS,Clear,2024-12-11,2025-01-23,43
841766,issued,F1,Renewal,Vancouver,Informatics,Clear,2024-12-11,2024-12-18,7
841850,跪求下签_12,F1,Renewal,Calgary,Electrical Engineering,Clear,2024-12-11,2025-01-31,51
841981,玲娜贝儿不,F1,Renewal,ShangHai,CSE,Clear,2024-12-11,2025-01-22,42
841987,救救孩子,H1,Renewal,GuangZhou,N/A,Pending,2024-12-11,0000-00-00,410
842001,张阿哥嘿嘿,H1,New,Others,EE,Clear,2024-12-11,2025-02-24,75
842004,brrruski,F1,Renewal,Vancouver,Computer Engineering,Clear,2024-12-11,2025-01-23,43
842035,求求了,F1,Renewal,ShangHai,CS,Clear,2024-12-11,2025-01-17,37
842048,求保佑,B1,New,ShangHai,CS,Pending,2024-12-11,0000-00-00,410
842072,烹汁锅包肉,F1,Renewal,GuangZhou,ECE,Clear,2024-12-11,2025-02-07,58
842078,求下签,F1,Renewal,ShangHai,CS,Clear,2024-12-11,2025-02-05,56
842142,求求快点给,H1,New,ShangHai,Biotech,Pending,2024-12-11,0000-00-00,410
842196,TT_Running,J1,New,Others,Physics,Pending,2024-12-11,0000-00-00,410
841746,球球快过,F1,Renewal,BeiJing,Neuroscience,Clear,2024-12-12,2025-02-04,54
841757,kkren,H1,New,BeiJing,CS,Clear,2024-12-12,2025-01-30,49
841762,d求下签,H1,New,GuangZhou,CS,Clear,2024-12-12,2025-02-11,61
841768,haru 顺利下�,H1,New,BeiJing,Chemistry,Clear,2024-12-12,2025-02-06,56
841776,fancz2002,H1,Renewal,HongKong,CS,Clear,2024-12-12,2025-01-28,47
841777,Fingers Crossed,F1,Renewal,ShangHai,ChE PhD,Clear,2024-12-12,2025-02-05,55
841830,yyz14,H1,Renewal,GuangZhou,CS,Pending,2024-12-12,0000-00-00,409
841899,lifelover,F1,Renewal,GuangZhou,Econ,Clear,2024-12-12,2025-01-02,21
841903,快下签吧拜,H1,Renewal,ShangHai,CS,Pending,2024-12-12,0000-00-00,409
841918,urz,F1,Renewal,BeiJing,Civil Eng,Clear,2024-12-12,2025-02-05,55
841957,yongshuoliu,F1,New,BeiJing,CS phd,Clear,2024-12-12,2025-02-06,56
841970,HHH,H1,New,BeiJing,Signal and Information Pr,Clear,2024-12-12,2025-02-04,54
841983,Check也不能�,F1,Renewal,BeiJing,ChemE,Clear,2024-12-12,2025-02-10,60
842016,不想放假,F1,Renewal,BeiJing,Chemistry,Clear,2024-12-12,2025-02-04,54
842036,byangu,B1,New,ShangHai,CS,Clear,2024-12-12,2025-02-05,55
842054,Liuxiaoqian,J1,New,GuangZhou,Immunology,Clear,2024-12-12,2025-02-04,54
842059,guoguoguo,F1,Renewal,GuangZhou,N/A,Clear,2024-12-12,2025-02-04,54
842069,球球快过,F1,Renewal,ShangHai,Mechanical Engineering,Clear,2024-12-12,2025-02-10,60
842081,41001767,O1,New,HongKong,N/A,Clear,2024-12-12,2025-01-13,32
842107,woc,H1,New,ShangHai,Material Science,Clear,2024-12-12,2025-01-22,41
842108,anli,H1,New,BeiJing,CS,Pending,2024-12-12,0000-00-00,409
842115,求佛,F1,Renewal,BeiJing,Biology,Pending,2024-12-12,0000-00-00,409
842117,GKD,F1,Renewal,Others,CS,Clear,2024-12-12,2025-01-27,46
842122,快点通过啊,J1,Renewal,ShangHai,BIO,Clear,2024-12-12,2025-01-23,42
842128,xing6827,F1,Renewal,GuangZhou,Data Science,Clear,2024-12-12,2025-02-05,55
842138,dj,F1,Renewal,GuangZhou,biology,Clear,2024-12-12,2025-01-24,43
842154,kellyyyyyliu,H1,New,Vancouver,Biostatistics,Pending,2024-12-12,0000-00-00,409
842161,1773691,H1,New,Vancouver,N/A,Pending,2024-12-12,0000-00-00,409
842165,RichZ,F1,Renewal,ShangHai,Mechanical Engineering,Pending,2024-12-12,0000-00-00,409
842187,Luckybing,F1,Renewal,ShangHai,Physics phd,Clear,2024-12-12,2025-02-28,78
842198,initialOPT,F1,Renewal,ShangHai,机械工程,Clear,2024-12-12,2025-01-27,46
842201,ballball快下�,F1,Renewal,GuangZhou,CS,Pending,2024-12-12,0000-00-00,409
841761,Approved,H1,New,ShenYang,cs,Clear,2024-12-13,2024-12-13,0
841783,wangfohong,B1,New,ShangHai,Physics,Clear,2024-12-13,2025-01-27,45
841839,EJ5601616,H1,Renewal,GuangZhou,N/A,Pending,2024-12-13,0000-00-00,408
841860,shunguo99,H1,Renewal,ShangHai,CS,Clear,2024-12-13,2025-02-03,52
841945,woaiwinnie2,F1,Renewal,BeiJing,CS,Clear,2024-12-13,2025-01-27,45
841963,air祈福,J1,Renewal,BeiJing,neuroscience,Clear,2024-12-13,2025-02-12,61
841984,Equipment Engin,L1,New,Others,Marine engineering,Clear,2024-12-13,2025-01-23,41
841992,攒功德111,F1,Renewal,BeiJing,robotics PHD,Pending,2024-12-13,0000-00-00,408
841994,lzw429,F1,Renewal,ShangHai,CS,Clear,2024-12-13,2025-02-11,60
842018,chick-fil-a,O1,New,Others,EE,Clear,2024-12-13,2025-02-04,53
842019,Astrid,H1,New,ShenYang,Human Computer Interactio,Pending,2024-12-13,0000-00-00,408
842025,zzz,F1,Renewal,GuangZhou,CS,Clear,2024-12-13,2025-03-03,80
842037,AA00DZKFHL,F1,Renewal,BeiJing,Computer Science,Pending,2024-12-13,0000-00-00,408
842113,Why me,H1,Renewal,Others,Biology pharm,Clear,2024-12-13,2025-02-11,60
842134,细数惭愧,F1,New,BeiJing,Biotechnology,Clear,2024-12-13,2025-02-07,56
842136,好运小狗,F1,New,BeiJing,Bioinformatics,Clear,2024-12-13,2025-02-07,56
842140,Ohno Visa,H1,New,GuangZhou,CS,Clear,2024-12-13,2025-02-05,54
842143,求过,B1,New,ShangHai,EECS,Clear,2024-12-13,2025-01-27,45
842146,Raina23278,F1,Renewal,GuangZhou,Business,Pending,2024-12-13,0000-00-00,408
842153,AA00DZASWX,H4,New,ShenYang,ME,Clear,2024-12-13,2025-02-04,53
842169,圣诞假期回,J1,Renewal,ShangHai,Biology,Clear,2024-12-13,2025-01-25,43
842185,快过吧谢谢,F1,Renewal,BeiJing,Chem-OPT,Pending,2024-12-13,0000-00-00,408
842190,Happy Clearing,H1,New,GuangZhou,ECE,Clear,2024-12-13,2025-02-07,56
842202,Zagreus,F1,Renewal,ShangHai,Material Science,Clear,2024-12-13,2025-01-27,45
842211,千万别误机,H1,New,GuangZhou,Biostat,Pending,2024-12-13,0000-00-00,408
842284,太慢了,F1,Renewal,GuangZhou,CS phd,Clear,2024-12-13,2025-02-07,56
842105,1241090056,F1,New,BeiJing,cs phd,Pending,2024-12-14,0000-00-00,407
842375,392781,O1,New,ShangHai,Biomedical Informatics,Clear,2024-12-15,2025-04-02,108
841784,whyyyyyyyy,H1,Renewal,HongKong,EECS,Clear,2024-12-16,2025-02-06,52
841785,pangpang,J1,Renewal,BeiJing,Plant sciences,Clear,2024-12-16,2025-02-05,51
841788,kk,H1,New,GuangZhou,ECE,Clear,2024-12-16,2025-02-07,53
841791,求速过2.0,F1,Renewal,Others,CS PhD,Pending,2024-12-16,0000-00-00,405
841792,zxy,F1,Renewal,GuangZhou,ECE (STEM OPT),Clear,2024-12-16,2025-02-20,66
841801,Approved,L1,New,ShangHai,Marketing,Clear,2024-12-16,2025-01-15,30
841803,求好运,F1,Renewal,BeiJing,Chemistry,Clear,2024-12-16,2025-02-04,50
841811,过过过,H1,New,GuangZhou,Stats,Pending,2024-12-16,0000-00-00,405
841817,nailtsa,F1,Renewal,ShangHai,Biomedical Engineering,Clear,2024-12-16,2025-02-03,49
841819,eri***@gmail.co,H1,Renewal,GuangZhou,EE,Pending,2024-12-16,0000-00-00,405
841822,DiDi,L2,New,BeiJing,N/A,Clear,2024-12-16,2024-12-19,3
841827,KEEP OPTIMISTIC,F1,Renewal,ShangHai,Chemical Engineering,Clear,2024-12-16,2025-02-10,56
841831,idkmNan,F1,Renewal,ShangHai,Robotics,Clear,2024-12-16,2025-02-10,56
841838,T,H1,Renewal,GuangZhou,CS,Pending,2024-12-16,0000-00-00,405
841874,NiZaiGanShenMo,F1,Renewal,BeiJing,CS PhD,Pending,2024-12-16,0000-00-00,405
841920,dali,H1,New,MexicoCity,Design,Clear,2024-12-16,2025-02-13,59
841942,VVV,F1,Renewal,ShangHai,N/A,Clear,2024-12-16,2025-02-03,49
841944,祝好运,F1,Renewal,GuangZhou,bioinformatics,Clear,2024-12-16,2025-02-27,73
841968,wkh1998,H1,New,GuangZhou,CS,Pending,2024-12-16,0000-00-00,405
841977,e老师到处�,F1,Renewal,ShangHai,EE,Pending,2024-12-16,0000-00-00,405
842238,求下签小猫,B2,New,HongKong,Life Science,Clear,2024-12-16,2025-02-05,51
841980,快丢工作了,F1,Renewal,GuangZhou,Computer Science,Clear,2024-12-16,2025-02-06,52
842003,wwjwinder,H1,New,Others,EE,Clear,2024-12-16,2025-02-28,74
842030,锦鲤祈福，,J1,New,ShangHai,Crop Science,Clear,2024-12-16,2025-02-03,49
842034,E87085638,F1,Renewal,GuangZhou,N/A,Pending,2024-12-16,0000-00-00,405
842052,Eskodria,F1,Renewal,GuangZhou,Physics PhD,Clear,2024-12-16,2025-02-07,53
842073,超越保佑,F1,Renewal,BeiJing,Chemistry,Clear,2024-12-16,2025-02-18,64
842110,luyi,B1,New,GuangZhou,CS,Clear,2024-12-16,2025-02-07,53
842132,wait4H4,H4,New,Calgary,Materials Science,Pending,2024-12-16,0000-00-00,405
842150,DB,F1,Renewal,GuangZhou,CS,Clear,2024-12-16,2025-02-07,53
842156,信女愿一生,F1,New,GuangZhou,CS phd,Clear,2024-12-16,2025-02-05,51
842176,骂不动了,F1,Renewal,ShangHai,ece,Pending,2024-12-16,0000-00-00,405
842195,asdf1234,H1,New,GuangZhou,CS,Pending,2024-12-16,0000-00-00,405
842217,祝好运,F1,Renewal,Others,Biostatistics (STEM OPT),Clear,2024-12-16,2025-02-07,53
842218,hahahaaa,F1,Renewal,HongKong,BME,Clear,2024-12-16,2025-02-05,51
842224,团猪,O1,New,Toronto,CS,Clear,2024-12-16,2025-02-18,64
842233,速速下签,F1,Renewal,Others,CS,Pending,2024-12-16,0000-00-00,405
842274,huaweichina,F1,Renewal,BeiJing,Computational Biology,Clear,2024-12-16,2025-02-06,52
842278,visaPls,H1,Renewal,GuangZhou,CS,Clear,2024-12-16,2025-02-05,51
842285,再不下签就,F1,Renewal,GuangZhou,MFE,Clear,2024-12-16,2025-02-10,56
842297,josh,H1,New,GuangZhou,Computer Science,Pending,2024-12-16,0000-00-00,405
842323,终于结束che,B1,New,ShangHai,medical biochemistry,Clear,2024-12-16,2025-02-12,58
841805,DaoMeiCuiDe,F1,Renewal,GuangZhou,Biostatistics,Clear,2024-12-17,2025-01-29,43
841807,xuxian,H1,New,BeiJing,Biomedical Engineering,Clear,2024-12-17,2025-02-06,51
842237,VVVF,F1,Renewal,BeiJing,EE,Clear,2024-12-17,2025-02-04,49
841858,linuxzacks,J1,New,HongKong,CS,Pending,2024-12-17,0000-00-00,404
841868,leonek,H1,New,BeiJing,Computer Science,Clear,2024-12-17,2025-02-05,50
841886,ppm求下签,F1,New,GuangZhou,Computer Engineering,Clear,2024-12-17,2025-02-04,49
841889,Hallelujah,F1,Renewal,Vancouver,Physics,Clear,2024-12-17,2024-12-20,3
841921,普通民众,F1,Renewal,ShangHai,Bioengineering,Clear,2024-12-17,2025-01-27,41
841934,escapeapt,J1,New,BeiJing,Bioinformatics,Clear,2024-12-17,2025-02-05,50
841941,广州求过,H1,New,GuangZhou,Materials science and eng,Clear,2024-12-17,2025-02-04,49
841947,AA00E2M3VB,F1,Renewal,Others,CS PhD,Pending,2024-12-17,0000-00-00,404
842064,快下签,F1,Renewal,Vancouver,IT,Clear,2024-12-17,2025-02-07,52
842074,祈祷快点,J1,New,HongKong,CS,Clear,2024-12-17,2025-01-29,43
842162,qiuissue,H1,New,BeiJing,Pharm,Clear,2024-12-17,2025-02-07,52
842227,convex0,H1,New,ShangHai,N/A,Clear,2024-12-17,2025-02-13,58
842231,周大菜立马,H1,Renewal,BeiJing,Biotechnology,Clear,2024-12-17,2025-02-14,59
842343,快快下签,F1,Renewal,Others,CS,Clear,2024-12-17,2025-02-28,73
842350,POOH,H1,New,BeiJing,CS,Pending,2024-12-17,0000-00-00,404
842373,yl,H1,New,GuangZhou,CS,Clear,2024-12-17,2025-02-21,66
842390,qwww,H1,Renewal,BeiJing,ece,Clear,2024-12-17,2025-02-21,66
842738,二两粉,B1,Renewal,GuangZhou,Engineer,Pending,2024-12-17,0000-00-00,404
842236,O1把领馆搞�,O1,New,MexicoCity,Biology,Clear,2024-12-18,2025-04-27,130
841969,我要上学！,F1,New,BeiJing,Biological sciences,Clear,2024-12-18,2025-02-07,51
841989,bayerce@163.com,H1,New,BeiJing,Pharmacology,Pending,2024-12-18,0000-00-00,403
842002,shim7,F1,New,BeiJing,Computer Science,Pending,2024-12-18,0000-00-00,403
842039,下签下签下,F1,Renewal,GuangZhou,N/A,Clear,2024-12-18,2025-02-05,49
842060,好运来,F2,New,GuangZhou,medical biology,Pending,2024-12-18,0000-00-00,403
842084,ziren,F1,Renewal,GuangZhou,N/A,Pending,2024-12-18,0000-00-00,403
842131,好难过：（,F1,Renewal,Others,N/A,Clear,2024-12-18,2025-01-31,44
842168,jasonseoul,F1,New,Others,CS,Pending,2024-12-18,0000-00-00,403
842178,PXM,H1,Renewal,BeiJing,ECE,Pending,2024-12-18,0000-00-00,403
842179,求下签啊-�,J1,Renewal,GuangZhou,CS,Pending,2024-12-18,0000-00-00,403
842189,快approve吧�,B1,New,GuangZhou,N/A,Pending,2024-12-18,0000-00-00,403
